"","stressor.year","stressor.months","stressor.state","stressor.stressor","stressor.stress_pct"
"4307",2018,"October-December","Iowa","Other",29.4
"4308",2018,"October-December","Iowa","Unknown",5.6
"4309",2018,"October-December","Kansas","Varroa mites",62
"4310",2018,"October-December","Kansas","Other pests/parasites",31.3
"4311",2018,"October-December","Kansas","Disesases",26
"4312",2018,"October-December","Kansas","Pesticides",43.7
"4313",2018,"October-December","Kansas","Other",1.6
"4314",2018,"October-December","Kansas","Unknown",26.4
"4315",2018,"October-December","Kentucky","Varroa mites",57.1
"4316",2018,"October-December","Kentucky","Other pests/parasites",41.9
"4317",2018,"October-December","Kentucky","Disesases",1.2
"4318",2018,"October-December","Kentucky","Pesticides",6.8
"4319",2018,"October-December","Kentucky","Other",5.5
"4320",2018,"October-December","Kentucky","Unknown",4.3
"4321",2018,"October-December","Louisiana","Varroa mites",16.6
"4322",2018,"October-December","Louisiana","Other pests/parasites",6.7
"4323",2018,"October-December","Louisiana","Disesases",0.3
"4324",2018,"October-December","Louisiana","Pesticides",5.9
"4325",2018,"October-December","Louisiana","Other",1
"4326",2018,"October-December","Louisiana","Unknown",1.7
"4327",2018,"October-December","Maine","Varroa mites",9.3
"4328",2018,"October-December","Maine","Other pests/parasites",5.1
"4329",2018,"October-December","Maine","Disesases",NA
"4330",2018,"October-December","Maine","Pesticides",NA
"4331",2018,"October-December","Maine","Other",1.2
"4332",2018,"October-December","Maine","Unknown",0.1
"4333",2018,"October-December","Maryland","Varroa mites",16.6
"4334",2018,"October-December","Maryland","Other pests/parasites",5.3
"4335",2018,"October-December","Maryland","Disesases",0.3
"4336",2018,"October-December","Maryland","Pesticides",1.2
"4337",2018,"October-December","Maryland","Other",4.9
"4338",2018,"October-December","Maryland","Unknown",1.7
"4339",2018,"October-December","Massachusetts","Varroa mites",33.2
"4340",2018,"October-December","Massachusetts","Other pests/parasites",9.2
"4341",2018,"October-December","Massachusetts","Disesases",8.1
"4342",2018,"October-December","Massachusetts","Pesticides",9.4
"4343",2018,"October-December","Massachusetts","Other",3.4
"4344",2018,"October-December","Massachusetts","Unknown",5.3
"4345",2018,"October-December","Michigan","Varroa mites",52
"4346",2018,"October-December","Michigan","Other pests/parasites",31.2
"4347",2018,"October-December","Michigan","Disesases",15.6
"4348",2018,"October-December","Michigan","Pesticides",15.1
"4349",2018,"October-December","Michigan","Other",2.4
"4350",2018,"October-December","Michigan","Unknown",6.6
"4351",2018,"October-December","Minnesota","Varroa mites",28.4
"4352",2018,"October-December","Minnesota","Other pests/parasites",5.2
"4353",2018,"October-December","Minnesota","Disesases",4.2
"4354",2018,"October-December","Minnesota","Pesticides",7.9
"4355",2018,"October-December","Minnesota","Other",3.8
"4356",2018,"October-December","Minnesota","Unknown",2.4
"4357",2018,"October-December","Mississippi","Varroa mites",26.5
"4358",2018,"October-December","Mississippi","Other pests/parasites",6.7
"4359",2018,"October-December","Mississippi","Disesases",0.2
"4360",2018,"October-December","Mississippi","Pesticides",0.5
"4361",2018,"October-December","Mississippi","Other",3
"4362",2018,"October-December","Mississippi","Unknown",4.5
"4363",2018,"October-December","Missouri","Varroa mites",37
"4364",2018,"October-December","Missouri","Other pests/parasites",10
"4365",2018,"October-December","Missouri","Disesases",1.1
"4366",2018,"October-December","Missouri","Pesticides",2.3
"4367",2018,"October-December","Missouri","Other",1.9
"4368",2018,"October-December","Missouri","Unknown",4.1
"4369",2018,"October-December","Montana","Varroa mites",40.7
"4370",2018,"October-December","Montana","Other pests/parasites",13
"4371",2018,"October-December","Montana","Disesases",5.6
"4372",2018,"October-December","Montana","Pesticides",17.5
"4373",2018,"October-December","Montana","Other",2.9
"4374",2018,"October-December","Montana","Unknown",NA
"4375",2018,"October-December","Nebraska","Varroa mites",3
"4376",2018,"October-December","Nebraska","Other pests/parasites",0.7
"4377",2018,"October-December","Nebraska","Disesases",0.7
"4378",2018,"October-December","Nebraska","Pesticides",0.3
"4379",2018,"October-December","Nebraska","Other",2.9
"4380",2018,"October-December","Nebraska","Unknown",1
"4381",2018,"October-December","New Jersey","Varroa mites",14
"4382",2018,"October-December","New Jersey","Other pests/parasites",3.2
"4383",2018,"October-December","New Jersey","Disesases",0.1
"4384",2018,"October-December","New Jersey","Pesticides",NA
"4385",2018,"October-December","New Jersey","Other",5.4
"4386",2018,"October-December","New Jersey","Unknown",0.3
"4387",2018,"October-December","New Mexico","Varroa mites",81.3
"4388",2018,"October-December","New Mexico","Other pests/parasites",0.8
"4389",2018,"October-December","New Mexico","Disesases",3.7
"4390",2018,"October-December","New Mexico","Pesticides",0.1
"4391",2018,"October-December","New Mexico","Other",8
"4392",2018,"October-December","New Mexico","Unknown",1.2
"4393",2018,"October-December","New York","Varroa mites",26
"4394",2018,"October-December","New York","Other pests/parasites",4.5
"4395",2018,"October-December","New York","Disesases",7.8
"4396",2018,"October-December","New York","Pesticides",2.4
"4397",2018,"October-December","New York","Other",7.8
"4398",2018,"October-December","New York","Unknown",0.7
"4399",2018,"October-December","North Carolina","Varroa mites",53
"4400",2018,"October-December","North Carolina","Other pests/parasites",10.4
"4401",2018,"October-December","North Carolina","Disesases",3.8
"4402",2018,"October-December","North Carolina","Pesticides",2
"4403",2018,"October-December","North Carolina","Other",11.1
"4404",2018,"October-December","North Carolina","Unknown",5.2
"4405",2018,"October-December","North Dakota","Varroa mites",29.5
"4406",2018,"October-December","North Dakota","Other pests/parasites",9.4
"4407",2018,"October-December","North Dakota","Disesases",8.1
"4408",2018,"October-December","North Dakota","Pesticides",10.6
"4409",2018,"October-December","North Dakota","Other",4.3
"4410",2018,"October-December","North Dakota","Unknown",4.6
"4411",2018,"October-December","Ohio","Varroa mites",29.3
"4412",2018,"October-December","Ohio","Other pests/parasites",5.8
"4413",2018,"October-December","Ohio","Disesases",0.1
"4414",2018,"October-December","Ohio","Pesticides",8.1
"4415",2018,"October-December","Ohio","Other",2.4
"4416",2018,"October-December","Ohio","Unknown",9.9
"4417",2018,"October-December","Oklahoma","Varroa mites",13.1
"4418",2018,"October-December","Oklahoma","Other pests/parasites",0.4
"4419",2018,"October-December","Oklahoma","Disesases",NA
"4420",2018,"October-December","Oklahoma","Pesticides",NA
"4421",2018,"October-December","Oklahoma","Other",NA
"4422",2018,"October-December","Oklahoma","Unknown",0.3
"4423",2018,"October-December","Oregon","Varroa mites",44.1
"4424",2018,"October-December","Oregon","Other pests/parasites",4.6
"4425",2018,"October-December","Oregon","Disesases",16
"4426",2018,"October-December","Oregon","Pesticides",14.8
"4427",2018,"October-December","Oregon","Other",0.9
"4428",2018,"October-December","Oregon","Unknown",0.2
"4429",2018,"October-December","Pennsylvania","Varroa mites",26.9
"4430",2018,"October-December","Pennsylvania","Other pests/parasites",10.7
"4431",2018,"October-December","Pennsylvania","Disesases",6.7
"4432",2018,"October-December","Pennsylvania","Pesticides",13
"4433",2018,"October-December","Pennsylvania","Other",7.8
"4434",2018,"October-December","Pennsylvania","Unknown",5.4
"4435",2018,"October-December","South Carolina","Varroa mites",32.2
"4436",2018,"October-December","South Carolina","Other pests/parasites",16.1
"4437",2018,"October-December","South Carolina","Disesases",0.3
"4438",2018,"October-December","South Carolina","Pesticides",1.4
"4439",2018,"October-December","South Carolina","Other",1.3
"4440",2018,"October-December","South Carolina","Unknown",5.5
"4441",2018,"October-December","South Dakota","Varroa mites",12.8
"4442",2018,"October-December","South Dakota","Other pests/parasites",1.3
"4443",2018,"October-December","South Dakota","Disesases",7
"4444",2018,"October-December","South Dakota","Pesticides",1.6
"4445",2018,"October-December","South Dakota","Other",2.1
"4446",2018,"October-December","South Dakota","Unknown",2.5
"4447",2018,"October-December","Tennessee","Varroa mites",49.8
"4448",2018,"October-December","Tennessee","Other pests/parasites",20.8
"4449",2018,"October-December","Tennessee","Disesases",1.9
"4450",2018,"October-December","Tennessee","Pesticides",11.4
"4451",2018,"October-December","Tennessee","Other",9.1
"4452",2018,"October-December","Tennessee","Unknown",5.1
"4453",2018,"October-December","Texas","Varroa mites",18.6
"4454",2018,"October-December","Texas","Other pests/parasites",18.5
"4455",2018,"October-December","Texas","Disesases",5.5
"4456",2018,"October-December","Texas","Pesticides",3
"4457",2018,"October-December","Texas","Other",6.2
"4458",2018,"October-December","Texas","Unknown",3.7
"4459",2018,"October-December","Utah","Varroa mites",48
"4460",2018,"October-December","Utah","Other pests/parasites",9.8
"4461",2018,"October-December","Utah","Disesases",5.5
"4462",2018,"October-December","Utah","Pesticides",8
"4463",2018,"October-December","Utah","Other",6.5
"4464",2018,"October-December","Utah","Unknown",4.9
"4465",2018,"October-December","Vermont","Varroa mites",6.2
"4466",2018,"October-December","Vermont","Other pests/parasites",1.3
"4467",2018,"October-December","Vermont","Disesases",NA
"4468",2018,"October-December","Vermont","Pesticides",NA
"4469",2018,"October-December","Vermont","Other",0.8
"4470",2018,"October-December","Vermont","Unknown",0.7
"4471",2018,"October-December","Virginia","Varroa mites",57.1
"4472",2018,"October-December","Virginia","Other pests/parasites",38.4
"4473",2018,"October-December","Virginia","Disesases",12.1
"4474",2018,"October-December","Virginia","Pesticides",13.1
"4475",2018,"October-December","Virginia","Other",5.8
"4476",2018,"October-December","Virginia","Unknown",2.8
"4477",2018,"October-December","Washington","Varroa mites",34.5
"4478",2018,"October-December","Washington","Other pests/parasites",0.5
"4479",2018,"October-December","Washington","Disesases",11.7
"4480",2018,"October-December","Washington","Pesticides",4.9
"4481",2018,"October-December","Washington","Other",3.3
"4482",2018,"October-December","Washington","Unknown",1.3
"4483",2018,"October-December","West Virginia","Varroa mites",29.5
"4484",2018,"October-December","West Virginia","Other pests/parasites",15.2
"4485",2018,"October-December","West Virginia","Disesases",0.6
"4486",2018,"October-December","West Virginia","Pesticides",7.2
"4487",2018,"October-December","West Virginia","Other",4.2
"4488",2018,"October-December","West Virginia","Unknown",6.8
"4489",2018,"October-December","Wisconsin","Varroa mites",29.9
"4490",2018,"October-December","Wisconsin","Other pests/parasites",28.3
"4491",2018,"October-December","Wisconsin","Disesases",1.5
"4492",2018,"October-December","Wisconsin","Pesticides",24.5
"4493",2018,"October-December","Wisconsin","Other",7.6
"4494",2018,"October-December","Wisconsin","Unknown",5.2
"4495",2018,"October-December","Wyoming","Varroa mites",43.9
"4496",2018,"October-December","Wyoming","Other pests/parasites",7.9
"4497",2018,"October-December","Wyoming","Disesases",2.6
"4498",2018,"October-December","Wyoming","Pesticides",6.8
"4499",2018,"October-December","Wyoming","Other",1
"4500",2018,"October-December","Wyoming","Unknown",1.4
"4501",2018,"October-December","Other States","Varroa mites",12.7
"4502",2018,"October-December","Other States","Other pests/parasites",0.2
"4503",2018,"October-December","Other States","Disesases",0.2
"4504",2018,"October-December","Other States","Pesticides",5.4
"4505",2018,"October-December","Other States","Other",1.5
"4506",2018,"October-December","Other States","Unknown",5.4
"4507",2018,"October-December","United States","Varroa mites",50.5
"4508",2018,"October-December","United States","Other pests/parasites",20.3
"4509",2018,"October-December","United States","Disesases",10.4
"4510",2018,"October-December","United States","Pesticides",13.8
"4511",2018,"October-December","United States","Other",8.4
"4512",2018,"October-December","United States","Unknown",6.5
"4513",2019,"January-March","Alabama","Varroa mites",27.2
"4514",2019,"January-March","Alabama","Other pests/parasites",22.7
"4515",2019,"January-March","Alabama","Disesases",1.8
"4516",2019,"January-March","Alabama","Pesticides",0.3
"4517",2019,"January-March","Alabama","Other",3.1
"4518",2019,"January-March","Alabama","Unknown",9
"4519",2019,"January-March","Arizona","Varroa mites",25.8
"4520",2019,"January-March","Arizona","Other pests/parasites",7.9
"4521",2019,"January-March","Arizona","Disesases",6.5
"4522",2019,"January-March","Arizona","Pesticides",16.2
"4523",2019,"January-March","Arizona","Other",8.4
"4524",2019,"January-March","Arizona","Unknown",0.2
"4525",2019,"January-March","Arkansas","Varroa mites",19.5
"4526",2019,"January-March","Arkansas","Other pests/parasites",1.5
"4527",2019,"January-March","Arkansas","Disesases",3.3
"4528",2019,"January-March","Arkansas","Pesticides",55.3
"4529",2019,"January-March","Arkansas","Other",0.7
"4530",2019,"January-March","Arkansas","Unknown",2.9
"4531",2019,"January-March","California","Varroa mites",43.5
"4532",2019,"January-March","California","Other pests/parasites",13.4
"4533",2019,"January-March","California","Disesases",6.4
"4534",2019,"January-March","California","Pesticides",12.3
"4535",2019,"January-March","California","Other",8.7
"4536",2019,"January-March","California","Unknown",5.6
"4537",2019,"January-March","Colorado","Varroa mites",11.2
"4538",2019,"January-March","Colorado","Other pests/parasites",0.3
"4539",2019,"January-March","Colorado","Disesases",NA
"4540",2019,"January-March","Colorado","Pesticides",NA
"4541",2019,"January-March","Colorado","Other",2.5
"4542",2019,"January-March","Colorado","Unknown",0.6
"4543",2019,"January-March","Connecticut","Varroa mites",10.1
"4544",2019,"January-March","Connecticut","Other pests/parasites",1.3
"4545",2019,"January-March","Connecticut","Disesases",NA
"4546",2019,"January-March","Connecticut","Pesticides",NA
"4547",2019,"January-March","Connecticut","Other",3.6
"4548",2019,"January-March","Connecticut","Unknown",1.7
"4549",2019,"January-March","Florida","Varroa mites",46.9
"4550",2019,"January-March","Florida","Other pests/parasites",24.8
"4551",2019,"January-March","Florida","Disesases",5.5
"4552",2019,"January-March","Florida","Pesticides",22.9
"4553",2019,"January-March","Florida","Other",7.4
"4554",2019,"January-March","Florida","Unknown",5.5
"4555",2019,"January-March","Georgia","Varroa mites",69.6
"4556",2019,"January-March","Georgia","Other pests/parasites",17.8
"4557",2019,"January-March","Georgia","Disesases",7.4
"4558",2019,"January-March","Georgia","Pesticides",9.6
"4559",2019,"January-March","Georgia","Other",10.6
"4560",2019,"January-March","Georgia","Unknown",4.9
"4561",2019,"January-March","Hawaii","Varroa mites",72.1
"4562",2019,"January-March","Hawaii","Other pests/parasites",64.9
"4563",2019,"January-March","Hawaii","Disesases",0.1
"4564",2019,"January-March","Hawaii","Pesticides",0.7
"4565",2019,"January-March","Hawaii","Other",2.9
"4566",2019,"January-March","Hawaii","Unknown",NA
"4567",2019,"January-March","Idaho","Varroa mites",24.5
"4568",2019,"January-March","Idaho","Other pests/parasites",8
"4569",2019,"January-March","Idaho","Disesases",8
"4570",2019,"January-March","Idaho","Pesticides",9.2
"4571",2019,"January-March","Idaho","Other",8.6
"4572",2019,"January-March","Idaho","Unknown",NA
"4573",2019,"January-March","Illinois","Varroa mites",33.3
"4574",2019,"January-March","Illinois","Other pests/parasites",14.7
"4575",2019,"January-March","Illinois","Disesases",3.1
"4576",2019,"January-March","Illinois","Pesticides",0.7
"4577",2019,"January-March","Illinois","Other",15.5
"4578",2019,"January-March","Illinois","Unknown",10.1
"4579",2019,"January-March","Indiana","Varroa mites",15.6
"4580",2019,"January-March","Indiana","Other pests/parasites",8.8
"4581",2019,"January-March","Indiana","Disesases",2.6
"4582",2019,"January-March","Indiana","Pesticides",5.5
"4583",2019,"January-March","Indiana","Other",7.1
"4584",2019,"January-March","Indiana","Unknown",1.7
"4585",2019,"January-March","Iowa","Varroa mites",34.8
"4586",2019,"January-March","Iowa","Other pests/parasites",1.7
"4587",2019,"January-March","Iowa","Disesases",0.6
"4588",2019,"January-March","Iowa","Pesticides",0.3
"4589",2019,"January-March","Iowa","Other",7.7
"4590",2019,"January-March","Iowa","Unknown",3.5
"4591",2019,"January-March","Kansas","Varroa mites",102
"4592",2019,"January-March","Kansas","Other pests/parasites",7.8
"4593",2019,"January-March","Kansas","Disesases",2.5
"4594",2019,"January-March","Kansas","Pesticides",12.2
"4595",2019,"January-March","Kansas","Other",21.6
"4596",2019,"January-March","Kansas","Unknown",4
"4597",2019,"January-March","Kentucky","Varroa mites",21.6
"4598",2019,"January-March","Kentucky","Other pests/parasites",12.9
"4599",2019,"January-March","Kentucky","Disesases",0.1
"4600",2019,"January-March","Kentucky","Pesticides",5.3
"4601",2019,"January-March","Kentucky","Other",10.7
"4602",2019,"January-March","Kentucky","Unknown",4.6
"4603",2019,"January-March","Louisiana","Varroa mites",57.8
"4604",2019,"January-March","Louisiana","Other pests/parasites",1.3
"4605",2019,"January-March","Louisiana","Disesases",0.1
"4606",2019,"January-March","Louisiana","Pesticides",0.3
"4607",2019,"January-March","Louisiana","Other",1
"4608",2019,"January-March","Louisiana","Unknown",0.7
"4609",2019,"January-March","Maine","Varroa mites",2.3
"4610",2019,"January-March","Maine","Other pests/parasites",0.1
"4611",2019,"January-March","Maine","Disesases",NA
"4612",2019,"January-March","Maine","Pesticides",NA
"4613",2019,"January-March","Maine","Other",1.4
"4614",2019,"January-March","Maine","Unknown",0.8
"4615",2019,"January-March","Maryland","Varroa mites",12.6
"4616",2019,"January-March","Maryland","Other pests/parasites",5.1
"4617",2019,"January-March","Maryland","Disesases",0.2
"4618",2019,"January-March","Maryland","Pesticides",NA
"4619",2019,"January-March","Maryland","Other",10.1
"4620",2019,"January-March","Maryland","Unknown",2.4
"4621",2019,"January-March","Massachusetts","Varroa mites",10.3
"4622",2019,"January-March","Massachusetts","Other pests/parasites",NA
"4623",2019,"January-March","Massachusetts","Disesases",NA
"4624",2019,"January-March","Massachusetts","Pesticides",4.3
"4625",2019,"January-March","Massachusetts","Other",6.3
"4626",2019,"January-March","Massachusetts","Unknown",0.9
"4627",2019,"January-March","Michigan","Varroa mites",18.2
"4628",2019,"January-March","Michigan","Other pests/parasites",5.8
"4629",2019,"January-March","Michigan","Disesases",1.5
"4630",2019,"January-March","Michigan","Pesticides",0.2
"4631",2019,"January-March","Michigan","Other",12.2
"4632",2019,"January-March","Michigan","Unknown",0.7
"4633",2019,"January-March","Minnesota","Varroa mites",1.3
"4634",2019,"January-March","Minnesota","Other pests/parasites",0.2
"4635",2019,"January-March","Minnesota","Disesases",1.9
"4636",2019,"January-March","Minnesota","Pesticides",NA
"4637",2019,"January-March","Minnesota","Other",2
"4638",2019,"January-March","Minnesota","Unknown",0.8
"4639",2019,"January-March","Mississippi","Varroa mites",14.6
"4640",2019,"January-March","Mississippi","Other pests/parasites",71
"4641",2019,"January-March","Mississippi","Disesases",64.8
"4642",2019,"January-March","Mississippi","Pesticides",48.4
"4643",2019,"January-March","Mississippi","Other",1.9
"4644",2019,"January-March","Mississippi","Unknown",5.5
"4645",2019,"January-March","Missouri","Varroa mites",5.4
"4646",2019,"January-March","Missouri","Other pests/parasites",2.3
"4647",2019,"January-March","Missouri","Disesases",1.9
"4648",2019,"January-March","Missouri","Pesticides",0.5
"4649",2019,"January-March","Missouri","Other",5.4
"4650",2019,"January-March","Missouri","Unknown",3.2
"4651",2019,"January-March","Montana","Varroa mites",15.1
"4652",2019,"January-March","Montana","Other pests/parasites",NA
"4653",2019,"January-March","Montana","Disesases",NA
"4654",2019,"January-March","Montana","Pesticides",0.8
"4655",2019,"January-March","Montana","Other",0.8
"4656",2019,"January-March","Montana","Unknown",1.1
"4657",2019,"January-March","Nebraska","Varroa mites",32.3
"4658",2019,"January-March","Nebraska","Other pests/parasites",1.3
"4659",2019,"January-March","Nebraska","Disesases",32
"4660",2019,"January-March","Nebraska","Pesticides",0.8
"4661",2019,"January-March","Nebraska","Other",2.2
"4662",2019,"January-March","Nebraska","Unknown",0.1
"4663",2019,"January-March","New Jersey","Varroa mites",15.3
"4664",2019,"January-March","New Jersey","Other pests/parasites",4.4
"4665",2019,"January-March","New Jersey","Disesases",NA
"4666",2019,"January-March","New Jersey","Pesticides",NA
"4667",2019,"January-March","New Jersey","Other",3.5
"4668",2019,"January-March","New Jersey","Unknown",0.6
"4669",2019,"January-March","New Mexico","Varroa mites",3.5
"4670",2019,"January-March","New Mexico","Other pests/parasites",1.1
"4671",2019,"January-March","New Mexico","Disesases",0.6
"4672",2019,"January-March","New Mexico","Pesticides",NA
"4673",2019,"January-March","New Mexico","Other",1.4
"4674",2019,"January-March","New Mexico","Unknown",0.3
"4675",2019,"January-March","New York","Varroa mites",10.6
"4676",2019,"January-March","New York","Other pests/parasites",2.5
"4677",2019,"January-March","New York","Disesases",1.7
"4678",2019,"January-March","New York","Pesticides",1.7
"4679",2019,"January-March","New York","Other",7.7
"4680",2019,"January-March","New York","Unknown",9
"4681",2019,"January-March","North Carolina","Varroa mites",16.4
"4682",2019,"January-March","North Carolina","Other pests/parasites",2
"4683",2019,"January-March","North Carolina","Disesases",0.2
"4684",2019,"January-March","North Carolina","Pesticides",0.7
"4685",2019,"January-March","North Carolina","Other",2.2
"4686",2019,"January-March","North Carolina","Unknown",3.4
"4687",2019,"January-March","North Dakota","Varroa mites",6.9
"4688",2019,"January-March","North Dakota","Other pests/parasites",NA
"4689",2019,"January-March","North Dakota","Disesases",NA
"4690",2019,"January-March","North Dakota","Pesticides",6.5
"4691",2019,"January-March","North Dakota","Other",0.4
"4692",2019,"January-March","North Dakota","Unknown",1.3
"4693",2019,"January-March","Ohio","Varroa mites",49.3
"4694",2019,"January-March","Ohio","Other pests/parasites",9.9
"4695",2019,"January-March","Ohio","Disesases",11.1
"4696",2019,"January-March","Ohio","Pesticides",1.1
"4697",2019,"January-March","Ohio","Other",6.7
"4698",2019,"January-March","Ohio","Unknown",3.1
"4699",2019,"January-March","Oklahoma","Varroa mites",7.7
"4700",2019,"January-March","Oklahoma","Other pests/parasites",0.3
"4701",2019,"January-March","Oklahoma","Disesases",NA
"4702",2019,"January-March","Oklahoma","Pesticides",NA
"4703",2019,"January-March","Oklahoma","Other",NA
"4704",2019,"January-March","Oklahoma","Unknown",NA
"4705",2019,"January-March","Oregon","Varroa mites",18
"4706",2019,"January-March","Oregon","Other pests/parasites",0.1
"4707",2019,"January-March","Oregon","Disesases",0.2
"4708",2019,"January-March","Oregon","Pesticides",0.2
"4709",2019,"January-March","Oregon","Other",2.7
"4710",2019,"January-March","Oregon","Unknown",0.5
"4711",2019,"January-March","Pennsylvania","Varroa mites",15.3
"4712",2019,"January-March","Pennsylvania","Other pests/parasites",4.6
"4713",2019,"January-March","Pennsylvania","Disesases",3.7
"4714",2019,"January-March","Pennsylvania","Pesticides",4
"4715",2019,"January-March","Pennsylvania","Other",7.5
"4716",2019,"January-March","Pennsylvania","Unknown",9.5
"4717",2019,"January-March","South Carolina","Varroa mites",18.5
"4718",2019,"January-March","South Carolina","Other pests/parasites",14.5
"4719",2019,"January-March","South Carolina","Disesases",NA
"4720",2019,"January-March","South Carolina","Pesticides",1.7
"4721",2019,"January-March","South Carolina","Other",12.4
"4722",2019,"January-March","South Carolina","Unknown",1
"4723",2019,"January-March","South Dakota","Varroa mites",0.8
"4724",2019,"January-March","South Dakota","Other pests/parasites",NA
"4725",2019,"January-March","South Dakota","Disesases",NA
"4726",2019,"January-March","South Dakota","Pesticides",2.5
"4727",2019,"January-March","South Dakota","Other",0.8
"4728",2019,"January-March","South Dakota","Unknown",2.2
"4729",2019,"January-March","Tennessee","Varroa mites",62.8
"4730",2019,"January-March","Tennessee","Other pests/parasites",23.6
"4731",2019,"January-March","Tennessee","Disesases",5.1
"4732",2019,"January-March","Tennessee","Pesticides",0.9
"4733",2019,"January-March","Tennessee","Other",7.7
"4734",2019,"January-March","Tennessee","Unknown",7.1
"4735",2019,"January-March","Texas","Varroa mites",26.1
"4736",2019,"January-March","Texas","Other pests/parasites",6.5
"4737",2019,"January-March","Texas","Disesases",5.3
"4738",2019,"January-March","Texas","Pesticides",8.3
"4739",2019,"January-March","Texas","Other",6.9
"4740",2019,"January-March","Texas","Unknown",3
"4741",2019,"January-March","Utah","Varroa mites",22.9
"4742",2019,"January-March","Utah","Other pests/parasites",NA
"4743",2019,"January-March","Utah","Disesases",0.1
"4744",2019,"January-March","Utah","Pesticides",NA
"4745",2019,"January-March","Utah","Other",0.3
"4746",2019,"January-March","Utah","Unknown",8.8
"4747",2019,"January-March","Vermont","Varroa mites",6.2
"4748",2019,"January-March","Vermont","Other pests/parasites",0.1
"4749",2019,"January-March","Vermont","Disesases",2.4
"4750",2019,"January-March","Vermont","Pesticides",NA
"4751",2019,"January-March","Vermont","Other",0.2
"4752",2019,"January-March","Vermont","Unknown",1.2
"4753",2019,"January-March","Virginia","Varroa mites",16.6
"4754",2019,"January-March","Virginia","Other pests/parasites",12.8
"4755",2019,"January-March","Virginia","Disesases",0.8
"4756",2019,"January-March","Virginia","Pesticides",0.3
"4757",2019,"January-March","Virginia","Other",3.9
"4758",2019,"January-March","Virginia","Unknown",9.3
"4759",2019,"January-March","Washington","Varroa mites",22.3
"4760",2019,"January-March","Washington","Other pests/parasites",0.8
"4761",2019,"January-March","Washington","Disesases",0.6
"4762",2019,"January-March","Washington","Pesticides",0.3
"4763",2019,"January-March","Washington","Other",0.8
"4764",2019,"January-March","Washington","Unknown",0.2
"4765",2019,"January-March","West Virginia","Varroa mites",10.3
"4766",2019,"January-March","West Virginia","Other pests/parasites",3.2
"4767",2019,"January-March","West Virginia","Disesases",1.1
"4768",2019,"January-March","West Virginia","Pesticides",0.2
"4769",2019,"January-March","West Virginia","Other",5
"4770",2019,"January-March","West Virginia","Unknown",1.3
"4771",2019,"January-March","Wisconsin","Varroa mites",15.9
"4772",2019,"January-March","Wisconsin","Other pests/parasites",3.2
"4773",2019,"January-March","Wisconsin","Disesases",0.7
"4774",2019,"January-March","Wisconsin","Pesticides",1.1
"4775",2019,"January-March","Wisconsin","Other",13.8
"4776",2019,"January-March","Wisconsin","Unknown",5
"4777",2019,"January-March","Wyoming","Varroa mites",0.7
"4778",2019,"January-March","Wyoming","Other pests/parasites",NA
"4779",2019,"January-March","Wyoming","Disesases",0.1
"4780",2019,"January-March","Wyoming","Pesticides",NA
"4781",2019,"January-March","Wyoming","Other",0.5
"4782",2019,"January-March","Wyoming","Unknown",2.3
"4783",2019,"January-March","Other States","Varroa mites",6.9
"4784",2019,"January-March","Other States","Other pests/parasites",1.8
"4785",2019,"January-March","Other States","Disesases",0.3
"4786",2019,"January-March","Other States","Pesticides",NA
"4787",2019,"January-March","Other States","Other",2.1
"4788",2019,"January-March","Other States","Unknown",1.6
"4789",2019,"January-March","United States","Varroa mites",45.6
"4790",2019,"January-March","United States","Other pests/parasites",14.8
"4791",2019,"January-March","United States","Disesases",7.1
"4792",2019,"January-March","United States","Pesticides",13.6
"4793",2019,"January-March","United States","Other",9
"4794",2019,"January-March","United States","Unknown",5.2
"4795",2019,"April-June","Alabama","Varroa mites",NA
"4796",2019,"April-June","Alabama","Other pests/parasites",NA
"4797",2019,"April-June","Alabama","Disesases",NA
"4798",2019,"April-June","Alabama","Pesticides",NA
"4799",2019,"April-June","Alabama","Other",NA
"4800",2019,"April-June","Alabama","Unknown",NA
"4801",2019,"April-June","Arizona","Varroa mites",NA
"4802",2019,"April-June","Arizona","Other pests/parasites",NA
"4803",2019,"April-June","Arizona","Disesases",NA
"4804",2019,"April-June","Arizona","Pesticides",NA
"4805",2019,"April-June","Arizona","Other",NA
"4806",2019,"April-June","Arizona","Unknown",NA
"4807",2019,"April-June","Arkansas","Varroa mites",NA
"4808",2019,"April-June","Arkansas","Other pests/parasites",NA
"4809",2019,"April-June","Arkansas","Disesases",NA
"4810",2019,"April-June","Arkansas","Pesticides",NA
"4811",2019,"April-June","Arkansas","Other",NA
"4812",2019,"April-June","Arkansas","Unknown",NA
"4813",2019,"April-June","California","Varroa mites",NA
"4814",2019,"April-June","California","Other pests/parasites",NA
"4815",2019,"April-June","California","Disesases",NA
"4816",2019,"April-June","California","Pesticides",NA
"4817",2019,"April-June","California","Other",NA
"4818",2019,"April-June","California","Unknown",NA
"4819",2019,"April-June","Colorado","Varroa mites",NA
"4820",2019,"April-June","Colorado","Other pests/parasites",NA
"4821",2019,"April-June","Colorado","Disesases",NA
"4822",2019,"April-June","Colorado","Pesticides",NA
"4823",2019,"April-June","Colorado","Other",NA
"4824",2019,"April-June","Colorado","Unknown",NA
"4825",2019,"April-June","Connecticut","Varroa mites",NA
"4826",2019,"April-June","Connecticut","Other pests/parasites",NA
